cycle,ambient_temperature,datetime,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,batteryID,measured_power,load_power,power_difference,average_power,temperature_difference,measured_resistance,load_resistance,voltage_efficiency
48250,24,2008-05-26 01:13:00,1.179670682,3.557317977,-2.007772068,28.71925622,1.9988,2.649,459.735,2,-7.14228367121,5.2948212,12.43710487121,-0.923731236,4.71925622,-1.771773815,1.325295177,74.46621351
48255,24,2008-05-26 01:13:00,1.179670682,3.537565337,-2.010775466,28.96657256,1.9988,2.629,506.563,2,-7.11324958901,5.2548452,12.36809478901,-0.929202195,4.96657256,-1.759304008,1.315289174,74.31664859
48271,24,2008-05-26 01:13:00,1.179670682,3.477601254,-2.010139174,29.89334018,1.9988,2.57,656.469,2,-6.99046251222,5.136916,12.12737851222,-0.926773256,5.89334018,-1.730030089,1.285771463,73.90151464
48275,24,2008-05-26 01:13:00,1.179670682,3.46409778,-2.009180504,30.18154247,1.9988,2.556,693.985,2,-6.95999772353,5.1089328,12.06893052353,-0.925532462,6.18154247,-1.724134677,1.27876726,73.78544609
48278,24,2008-05-26 01:13:00,1.179670682,3.454332752,-2.00872175,30.38657431,1.9988,2.546,722.094,2,-6.93879333068,5.0889448,12.02773813068,-0.924924265,6.38657431,-1.719667123,1.273764259,73.70453812
48281,24,2008-05-26 01:13:00,1.179670682,3.444582493,-2.011580727,30.59856392,1.9988,2.536,750.172,2,-6.92905575548,5.0689568,11.99801255548,-0.930049478,6.59856392,-1.712375967,1.268761257,73.62285575
48282,24,2008-05-26 01:13:00,1.179670682,3.441517454,-2.009975728,30.65937024,1.9988,2.533,759.531,2,-6.91736655003,5.0629604,11.98032695003,-0.927203075,6.65937024,-1.712218414,1.267260356,73.60125392
48286,24,2008-05-26 01:13:00,1.179670682,3.429277305,-2.009424686,30.91397363,1.9988,2.521,797.031,2,-6.89087447181,5.0389748,11.92984927181,-0.925949836,6.91397363,-1.706596584,1.261256754,73.51403155
48289,24,2008-05-26 01:13:00,1.179670682,3.420546253,-2.012832782,31.13878814,1.9988,2.512,825.031,2,-6.88498763039,5.0209856,11.90597323039,-0.932001015,7.13878814,-1.699369309,1.256754052,73.43856256
48293,24,2008-05-26 01:13:00,1.179670682,3.408689747,-2.010943874,31.39589514,1.9988,2.5,862.578,2,-6.85468376510,4.997,11.85168376510,-0.928841883,7.39589514,-1.69506956,1.25075045,73.34196379
48294,24,2008-05-26 01:13:00,1.179670682,3.406201608,-2.011944921,31.46926487,1.9988,2.498,871.969,2,-6.85309002512,4.9930024,11.84609242512,-0.930043813,7.46926487,-1.692989491,1.24974985,73.3368217
48295,24,2008-05-26 01:13:00,1.179670682,3.403321848,-2.012429469,31.52836321,1.999,2.495,881.36,2,-6.84894517941,4.987505,11.83645017941,-0.93072009,7.52836321,-1.69115087,1.248124062,73.31072733
48304,24,2008-05-26 01:13:00,1.179670682,3.378913599,-2.010598341,32.12387398,1.9988,2.47,965.656,2,-6.79363807653,4.937036,11.73067407653,-0.928301038,8.12387398,-1.680551272,1.235741445,73.10041904
48311,24,2008-05-26 01:13:00,1.179670682,3.361189275,-2.009815973,32.54968364,1.9988,2.452,1031.281,2,-6.75537189317,4.9010576,11.65642949317,-0.927157147,8.54968364,-1.672386587,1.226736042,72.95036963
48312,24,2008-05-26 01:13:00,1.179670682,3.358757635,-2.013669926,32.63385815,1.9988,2.45,1040.578,2,-6.76342923832,4.89706,11.66048923832,-0.933184619,8.63385815,-1.667978248,1.225735441,72.94363769
48315,24,2008-05-26 01:13:00,1.179670682,3.351210427,-2.008852094,32.82727798,1.9988,2.443,1068.688,2,-6.73208608371,4.8830684,11.61515448371,-0.924508842,8.82727798,-1.668221586,1.22223334,72.89903315
48318,24,2008-05-26 01:13:00,1.179670682,3.34418459,-2.009577535,33.01755494,1.9988,2.436,1096.797,2,-6.72039822496,4.8690768,11.58947502496,-0.925660712,9.01755494,-1.664123196,1.218731239,72.842869
48320,24,2008-05-26 01:13:00,1.179670682,3.339418082,-2.010411676,33.13963321,1.9988,2.431,1115.531,2,-6.71360510310,4.8590828,11.57268790310,-0.927261152,9.13963321,-1.661061822,1.216229738,72.79711436
48328,24,2008-05-26 01:13:00,1.179670682,3.321460544,-2.009203683,33.64796934,1.999,2.412,1190.391,2,-6.67349075794,4.821588,11.49507875794,-0.925951379,9.64796934,-1.653122863,1.206603302,72.6186558
48341,24,2008-05-26 01:13:00,1.179670682,3.292872709,-2.007051288,34.45076125,1.9988,2.384,1312.328,2,-6.60896441182,4.7651392,11.37410361182,-0.921912606,10.45076125,-1.640652,1.192715629,72.39879007
48346,24,2008-05-26 01:13:00,1.179670682,3.282001583,-2.005938503,34.76539239,1.9988,2.373,1359.094,2,-6.58349334225,4.7431524,11.32664574225,-0.920170471,10.76539239,-1.636142672,1.187212327,72.30343862
48358,24,2008-05-26 01:13:00,1.179670682,3.254400701,-2.008750765,35.49950188,1.9988,2.346,1471.313,2,-6.53727989775,4.6891848,11.22646469775,-0.924047549,11.49950188,-1.620111742,1.173704223,72.08700512
48366,24,2008-05-26 01:13:00,1.179670682,3.234501865,-2.010209824,36.01457134,1.9988,2.326,1546.328,2,-6.50202742477,4.6492088,11.15123622477,-0.926409312,12.01457134,-1.609036941,1.163698219,71.91215517
48382,24,2008-05-26 01:13:00,1.179670682,3.1881591,-2.01009869,37.05035298,1.9988,2.28,1696.063,2,-6.40851443042,4.557264,10.96577843042,-0.925625215,13.05035298,-1.586070931,1.140684411,71.51462422
48393,24,2008-05-26 01:13:00,1.179670682,3.146951251,-2.010755077,37.79126596,1.9988,2.239,1799.235,2,-6.32774820502,4.4753132,10.80306140502,-0.926217503,13.79126596,-1.565059458,1.120172103,71.14822638
48394,24,2008-05-26 01:13:00,1.179670682,3.142801492,-2.009014969,37.86914922,1.999,2.235,1808.61,2,-6.31393524202,4.467765,10.78170024202,-0.923085121,13.86914922,-1.564349465,1.11805903,71.1148956
48396,24,2008-05-26 01:13:00,1.179670682,3.133707709,-2.008496436,38.00347331,1.9988,2.226,1827.344,2,-6.29404076499,4.4493288,10.74336956499,-0.922355982,14.00347331,-1.560225676,1.113668201,71.03406593
48411,24,2008-05-26 01:13:00,1.179670682,3.038618592,-2.010399665,39.12163489,1.9988,2.132,1967.672,2,-6.10883779942,4.2614416,10.37027939942,-0.9236981,15.12163489,-1.511450009,1.066639984,70.16346196
48417,24,2008-05-26 01:13:00,1.179670682,2.976571508,-2.01078546,39.64610816,1.999,2.072,2023.906,2,-5.98524670894,4.141928,10.12717470894,-0.921659354,15.64610816,-1.48030288,1.036518259,69.61028803
48426,24,2008-05-26 01:13:00,1.179670682,2.789072204,-2.009754272,40.56450448,1.9988,1.897,2108.25,2,-5.60534977691,3.7917236,9.39707337691,-0.906813088,16.56450448,-1.38776777,0.949069442,68.01544963
48429,24,2008-05-26 01:13:00,1.179670682,2.633826489,-2.009745638,40.94520481,1.999,1.753,2136.36,2,-5.29332129752,3.504247,8.79756829752,-0.894537149,16.94520481,-1.310527282,0.876938469,66.55715581
48430,24,2008-05-26 01:13:00,1.179670682,2.559693063,-2.00816981,41.07701031,1.999,1.687,2145.703,2,-5.14029833198,3.372313,8.51261133198,-0.883992666,17.07701031,-1.274639749,0.843921961,65.90633949
48433,24,2008-05-26 01:13:00,1.179670682,3.162705255,-0.002457169,41.18547639,0.0006,0,2174.125,2,-0.00777130131,0,0.00777130131,-0.003885651,17.18547639,-1287.133793,0,0
48435,24,2008-05-26 01:13:00,1.179670682,3.308164175,-0.003939399,40.90426849,0.0006,0,2193.219,2,-0.01303217864,0,0.01303217864,-0.006516089,16.90426849,-839.7636733,0,0
48445,24,2008-05-26 01:13:00,1.179670682,3.55082974,-0.000948566,39.23404488,0.0006,0,2288.438,2,-0.00336819636,0,0.00336819636,-0.001684098,15.23404488,-3743.366028,0,0
48447,24,2008-05-26 01:13:00,1.179670682,3.570977491,-0.002059328,38.89128831,0.0006,0,2307.5,2,-0.00735381393,0,0.00735381393,-0.003676907,14.89128831,-1734.04989,0,0
48454,24,2008-05-26 01:13:00,1.179670682,3.617526787,-0.002420412,37.75378385,0.0006,0,2374.563,2,-0.00875590525,0,0.00875590525,-0.004377953,13.75378385,-1494.591329,0,0
48457,24,2008-05-26 01:13:00,1.179670682,3.630407992,-0.004119285,37.29021359,0.0006,0,2403.453,2,-0.01495468519,0,0.01495468519,-0.007477343,13.29021359,-881.3199359,0,0
48461,24,2008-05-26 01:13:00,1.179670682,3.643806066,-0.003428339,36.70725672,0.0006,0,2441.969,2,-0.01249220244,0,0.01249220244,-0.006246101,12.70725672,-1062.848822,0,0
48465,24,2008-05-26 01:13:00,1.179670682,3.654243075,-0.000238035,36.158889,0.0008,0,2480.625,2,-0.00086983775,0,0.00086983775,-0.000434919,12.158889,-15351.7049,0,0
48477,24,2008-05-26 01:13:00,1.179670682,3.675292619,-0.001754502,34.68630039,0.0006,0,2596.438,2,-0.00644830825,0,0.00644830825,-0.003224154,10.68630039,-2094.778244,0,0
48479,24,2008-05-26 01:13:00,1.179670682,3.677881786,-0.005428739,34.46273264,0.0006,0,2615.86,2,-0.01996626029,0,0.01996626029,-0.00998313,10.46273264,-677.4836267,0,0
48484,24,2008-05-26 01:13:00,1.179670682,3.683507618,-0.002094505,33.89579779,0.0006,0,2664.719,2,-0.00771512512,0,0.00771512512,-0.003857563,9.89579779,-1758.653055,0,0
48487,24,2008-05-26 01:13:00,1.179670682,3.68630612,0.002024373,33.58021379,0.0006,0,2694.031,2,0.00746245858,0,0.00746245858,0.003731229,9.58021379,1820.961908,0,0
48491,24,2008-05-26 01:13:00,1.179670682,3.689617753,-0.003644948,33.18190245,0.0006,0,2733.141,2,-0.01344846485,0,0.01344846485,-0.006724232,9.18190245,-1012.255251,0,0
48501,24,2008-05-26 06:01:00,1.174595284,3.917323552,-2.009211511,23.77217419,1.9988,2.982,19.609,2,-7.87073157299,5.9604216,13.83115317299,-0.955154986,0.22782581,-1.949682017,1.491895137,76.12340315
48504,24,2008-05-26 06:01:00,1.174595284,3.847385067,-2.007219487,24.10236046,1.9988,2.923,47.734,2,-7.72254628048,5.8424924,13.56503868048,-0.94002694,0.10236046,-1.916773473,1.462377426,75.9736795
48507,24,2008-05-26 06:01:00,1.174595284,3.802297154,-2.009356133,24.47901781,1.9988,2.881,75.812,2,-7.64016910588,5.7585428,13.39871190588,-0.940813153,0.47901781,-1.892296289,1.441364819,75.76998544
48513,24,2008-05-26 06:01:00,1.174595284,3.742644699,-2.00742684,25.22143128,1.9988,2.826,132,2,-7.51308542136,5.6486088,13.16169422136,-0.932238311,1.22143128,-1.864399053,1.413848309,75.50810262
48525,24,2008-05-26 06:01:00,1.174595284,3.66996039,-2.011405333,26.72198361,1.9988,2.757,244.437,2,-7.38177790034,5.5106916,12.89246950034,-0.93554315,2.72198361,-1.824575251,1.379327597,75.1234266
48537,24,2008-05-26 06:01:00,1.174595284,3.604256277,-2.011218599,27.99675888,1.9988,2.694,356.843,2,-7.24894725986,5.3847672,12.63371445986,-0.93209003,3.99675888,-1.792075848,1.347808685,74.74496243
48540,24,2008-05-26 06:01:00,1.174595284,3.589124481,-2.008455277,28.20259792,1.9988,2.679,384.968,2,-7.20859600367,5.3547852,12.56338120367,-0.926905402,4.20259792,-1.787007419,1.340304183,74.64215895
48549,24,2008-05-26 06:01:00,1.174595284,3.550114785,-2.009923976,28.68596135,1.9988,2.64,469.234,2,-7.13546082392,5.276832,12.41229282392,-0.929314412,4.68596135,-1.766293067,1.320792475,74.36379272
48551,24,2008-05-26 06:01:00,1.174595284,3.541863592,-2.011300477,28.78490089,1.9988,2.632,487.984,2,-7.12375193206,5.2608416,12.38459353206,-0.931455166,4.78490089,-1.760981829,1.316790074,74.31116224
48558,24,2008-05-26 06:01:00,1.174595284,3.514581861,-2.012611285,29.15038177,1.9988,2.606,553.578,2,-7.07348711550,5.2088728,12.28235991550,-0.932307158,5.15038177,-1.746279516,1.303782269,74.14822312
48565,24,2008-05-26 06:01:00,1.174595284,3.488438659,-2.008908633,29.57446301,1.9988,2.579,619.187,2,-7.00795453776,5.1549052,12.16285973776,-0.926524669,5.57446301,-1.736484478,1.290274164,73.92992258
48568,24,2008-05-26 06:01:00,1.174595284,3.477637599,-2.012564875,29.78765948,1.9988,2.569,647.297,2,-6.99897127973,5.1349172,12.13388847973,-0.93202704,5.78765948,-1.72796298,1.285271163,73.87198714
48581,24,2008-05-26 06:01:00,1.174595284,3.43470011,-2.00882182,30.67646244,1.999,2.526,769.078,2,-6.89970052612,5.049474,11.94917452612,-0.925113263,6.67646244,-1.709808245,1.263631816,73.54353857
48586,24,2008-05-26 06:01:00,1.174595284,3.419718376,-2.009345005,31.01010652,1.9988,2.51,815.875,2,-6.87139403732,5.016988,11.88838203732,-0.927203019,7.01010652,-1.701907023,1.255753452,73.3978569
48587,24,2008-05-26 06:01:00,1.174595284,3.416900245,-2.008300863,31.0751289,1.9988,2.508,825.265,2,-6.86216371082,5.0129904,11.87515411082,-0.924586655,7.0751289,-1.701388626,1.254752852,73.39986011
48597,24,2008-05-26 06:01:00,1.174595284,3.388708175,-2.009418771,31.75896541,1.9988,2.479,918.828,2,-6.80933381629,4.9550252,11.76435901629,-0.927154308,7.75896541,-1.686412123,1.240244146,73.15472068
48604,24,2008-05-26 06:01:00,1.174595284,3.369844776,-2.009471877,32.19759605,1.999,2.46,984.328,2,-6.77160830723,4.91754,11.68914830723,-0.927034154,8.19759605,-1.676980312,1.230615308,73.00039508
48610,24,2008-05-26 06:01:00,1.174595284,3.354987392,-2.009929346,32.56029656,1.999,2.445,1040.562,2,-6.74328761464,4.887555,11.63084261464,-0.927866307,8.56029656,-1.669206631,1.223111556,72.87657789
48619,24,2008-05-26 06:01:00,1.174595284,3.333491498,-2.011992633,33.14888252,1.999,2.423,1124.765,2,-6.70696033614,4.843577,11.55053733614,-0.931691668,9.14888252,-1.656810986,1.212106053,72.68655107
48633,24,2008-05-26 06:01:00,1.174595284,3.302154188,-2.009450107,34.04495742,1.999,2.392,1255.828,2,-6.63551408641,4.781608,11.41712208641,-0.926953043,10.04495742,-1.643312355,1.196598299,72.43756239
48638,24,2008-05-26 06:01:00,1.174595284,3.291381288,-2.011884683,34.34888242,1.999,2.381,1302.64,2,-6.62187959924,4.759619,11.38149859924,-0.9311303,10.34888242,-1.635969157,1.191095548,72.34044894
48641,24,2008-05-26 06:01:00,1.174595284,3.284363125,-2.009580851,34.54775485,1.9988,2.374,1330.75,2,-6.60019324373,4.7451512,11.34534444373,-0.927521022,10.54775485,-1.634352319,1.187712628,72.28189788
48643,24,2008-05-26 06:01:00,1.174595284,3.279974056,-2.011323833,34.67601155,1.999,2.37,1349.5,2,-6.59708999045,4.73763,11.33471999045,-0.929729995,10.67601155,-1.630753836,1.185592796,72.25666909
48644,24,2008-05-26 06:01:00,1.174595284,3.27760798,-2.012272441,34.73714965,1.999,2.368,1358.906,2,-6.59544021056,4.733632,11.32907221056,-0.930904105,10.73714965,-1.628809257,1.184592296,72.24781043
48646,24,2008-05-26 06:01:00,1.174595284,3.273079974,-2.011574838,34.87289146,1.9988,2.363,1377.64,2,-6.58404531846,4.7231644,11.30720971846,-0.930440459,10.87289146,-1.627123144,1.182209326,72.19499733
48649,24,2008-05-26 06:01:00,1.174595284,3.266526849,-2.007520858,35.05413642,1.9988,2.356,1405.718,2,-6.55762078258,4.7091728,11.26679358258,-0.924223991,11.05413642,-1.627144663,1.178707224,72.12553605
48656,24,2008-05-26 06:01:00,1.174595284,3.249569822,-2.011236983,35.48400751,1.9988,2.34,1471.297,2,-6.53565500485,4.677192,11.21284700485,-0.929231502,11.48400751,-1.615707075,1.170702421,72.00953136
48662,24,2008-05-26 06:01:00,1.174595284,3.234661219,-2.008736963,35.87141399,1.999,2.325,1527.468,2,-6.49758355339,4.647675,11.14525855339,-0.924954277,11.87141399,-1.610296061,1.163081541,71.87769731
48664,24,2008-05-26 06:01:00,1.174595284,3.229404687,-2.012637349,36.00479398,1.999,2.32,1546.265,2,-6.49962048809,4.63768,11.13730048809,-0.930970244,12.00479398,-1.604563628,1.16058029,71.83986601
48676,24,2008-05-26 06:01:00,1.174595284,3.194979982,-2.011729952,36.7807523,1.999,2.285,1658.656,2,-6.42743692583,4.567715,10.99515192583,-0.929860963,12.7807523,-1.588175381,1.143071536,71.51844496
48678,24,2008-05-26 06:01:00,1.174595284,3.188247363,-2.011634792,36.91532402,1.999,2.279,1677.422,2,-6.41358932091,4.555721,10.96931032091,-0.92893416,12.91532402,-1.584903669,1.140070035,71.48127923
48680,24,2008-05-26 06:01:00,1.174595284,3.181727806,-2.008100086,37.04235145,1.999,2.272,1696.14,2,-6.38922788086,4.541728,10.93095588086,-0.92374994,13.04235145,-1.584446825,1.136568284,71.40774254
48684,24,2008-05-26 06:01:00,1.174595284,3.167345251,-2.008261374,37.30344366,1.999,2.258,1733.672,2,-6.36085712571,4.513742,10.87459912571,-0.923557563,13.30344366,-1.57715788,1.129564782,71.28998644
48702,24,2008-05-26 06:01:00,1.174595284,3.079576108,-2.011415367,38.59132583,1.999,2.171,1902.218,2,-6.19430670748,4.339829,10.53413570748,-0.927238854,14.59132583,-1.531049309,1.086043022,70.49671526
48703,24,2008-05-26 06:01:00,1.174595284,3.072522449,-2.009719683,38.67458497,1.999,2.165,1911.64,2,-6.17490884221,4.327835,10.50274384221,-0.923536921,14.67458497,-1.528831346,1.083041521,70.46327687
48708,24,2008-05-26 06:01:00,1.174595284,3.032991219,-2.009132346,39.08030181,1.999,2.126,1958.5,2,-6.09368076323,4.249874,10.34355476323,-0.921903382,15.08030181,-1.509602503,1.063531766,70.09581784
48710,24,2008-05-26 06:01:00,1.174595284,3.014062749,-2.010894963,39.2359995,1.9988,2.107,1977.234,2,-6.06096360013,4.2114716,10.27243520013,-0.924746,15.2359995,-1.498866328,1.054132479,69.90564482
48712,24,2008-05-26 06:01:00,1.174595284,2.993172236,-2.00820214,39.42331493,1.999,2.087,1996.031,2,-6.01089488972,4.171913,10.18280788972,-0.919490945,15.42331493,-1.490473582,1.044022011,69.72535609
48716,24,2008-05-26 06:01:00,1.174595284,2.943780311,-2.011701896,39.80405407,1.999,2.039,2033.593,2,-5.92200843305,4.075961,9.99796943305,-0.923023717,15.80405407,-1.463328298,1.020010005,69.26467958
48718,24,2008-05-26 06:01:00,1.174595284,2.911555053,-2.012457466,40.01173948,1.999,2.009,2052.312,2,-5.85938070408,4.015991,9.87537170408,-0.921694852,16.01173948,-1.446766007,1.005002501,69.0009278
48728,24,2008-05-26 06:01:00,1.174595284,2.435763443,-2.01151373,41.23744939,1.9988,1.571,2145.906,2,-4.89957160863,3.1401148,8.03968640863,-0.879728404,17.23744939,-1.210910672,0.785971583,64.49723205
48732,24,2008-05-26 06:01:00,1.174595284,3.303418475,0.001675229,40.92388697,0.0006,0,2184.015,2,0.00553398243,0,0.00553398243,0.002766991,16.92388697,1971.92054,0,0
48735,24,2008-05-26 06:01:00,1.174595284,3.422916537,-0.000455037,40.42568133,0.0006,0,2212.547,2,-0.00155755367,0,0.00155755367,-0.000778777,16.42568133,-7522.281786,0,0
48746,24,2008-05-26 06:01:00,1.174595284,3.586585561,-0.004234885,38.54997477,0.0006,0,2317.187,2,-0.01518877739,0,0.01518877739,-0.007594389,14.54997477,-846.9145115,0,0
48749,24,2008-05-26 06:01:00,1.174595284,3.606306409,-0.00105088,38.06524599,0.0006,0,2345.89,2,-0.00378979528,0,0.00378979528,-0.001894898,14.06524599,-3431.70144,0,0
48750,24,2008-05-26 06:01:00,1.174595284,3.611815965,-0.002894322,37.89691014,0.0006,0,2355.578,2,-0.01045375841,0,0.01045375841,-0.005226879,13.89691014,-1247.897077,0,0
48756,24,2008-05-26 06:01:00,1.174595284,3.637253485,-0.001768102,36.9839924,0.0006,0,2413.437,2,-0.00643103516,0,0.00643103516,-0.003215518,12.9839924,-2057.151389,0,0
48768,24,2008-05-26 06:01:00,1.174595284,3.66602397,0.000684346,35.36146116,0.0006,0,2529.062,2,0.00250882884,0,0.00250882884,0.001254414,11.36146116,5356.974352,0,0
48771,24,2008-05-26 06:01:00,1.174595284,3.671047995,-0.009213845,34.99754568,0.0006,0,2558.078,2,-0.03382446721,0,0.03382446721,-0.016912234,10.99754568,-398.4273661,0,0
48776,24,2008-05-26 06:01:00,1.174595284,3.677858398,-0.002860655,34.43616395,0.0006,0,2606.312,2,-0.01052108402,0,0.01052108402,-0.005260542,10.43616395,-1285.670029,0,0
48778,24,2008-05-26 06:01:00,1.174595284,3.680180657,-0.00068763,34.20985391,0.0006,0,2625.843,2,-0.00253060263,0,0.00253060263,-0.001265301,10.20985391,-5351.978036,0,0
48781,24,2008-05-26 06:01:00,1.174595284,3.683339873,-0.003963688,33.86602227,0.0006,0,2655.093,2,-0.01459961005,0,0.01459961005,-0.007299805,9.86602227,-929.2708894,0,0
48785,24,2008-05-26 06:01:00,1.174595284,3.68738003,-0.000705494,33.44439288,0.0006,0,2694.328,2,-0.00260142449,0,0.00260142449,-0.001300712,9.44439288,-5226.663912,0,0
48802,24,2008-05-26 10:44:00,1.153818332,3.836961374,-2.00798873,24.11073292,1.9988,2.915,47.437,2,-7.70457519644,5.826502,13.53107719644,-0.939036598,0.11073292,-1.910848062,1.458375025,75.97157531
48812,24,2008-05-26 10:44:00,1.153818332,3.725079594,-2.010418657,25.35679344,1.9988,2.809,141.047,2,-7.48896951459,5.6146292,13.10359871459,-0.937170157,1.35679344,-1.852887497,1.405343206,75.4077847
48814,24,2008-05-26 10:44:00,1.153818332,3.711495785,-2.011619986,25.61707231,1.9988,2.797,159.797,2,-7.46611909906,5.5906436,13.05676269906,-0.93773775,1.61707231,-1.845028291,1.399339604,75.36045201
48816,24,2008-05-26 10:44:00,1.153818332,3.699124614,-2.010733332,25.87528189,1.9988,2.785,178.562,2,-7.43795316059,5.566658,13.00461116059,-0.93564758,1.87528189,-1.839689309,1.393336002,75.28808274
48817,24,2008-05-26 10:44:00,1.153818332,3.693284422,-2.01095038,25.99971167,1.9988,2.78,187.906,2,-7.42701171187,5.556664,12.98367571187,-0.935173856,1.99971167,-1.836586551,1.390834501,75.27175496
48826,24,2008-05-26 10:44:00,1.153818332,3.64173875,-2.011551023,27.1070559,1.9988,2.731,272.234,2,-7.32554330806,5.4587228,12.78426610806,-0.933410254,3.1070559,-1.810413312,1.366319792,74.99165062
48827,24,2008-05-26 10:44:00,1.153818332,3.635853486,-2.007243821,27.20641766,1.9988,2.726,281.609,2,-7.29804444383,5.4487288,12.74677324383,-0.924657822,3.20641766,-1.811366137,1.363818291,74.97551842
48828,24,2008-05-26 10:44:00,1.153818332,3.630469225,-2.011192759,27.32473338,1.9988,2.721,290.968,2,-7.30157341709,5.4387348,12.74030821709,-0.931419309,3.32473338,-1.805132407,1.36131679,74.94898955
48829,24,2008-05-26 10:44:00,1.153818332,3.62457661,-2.010383578,27.42697639,1.9988,2.715,300.328,2,-7.28678929395,5.426742,12.71353129395,-0.930023647,3.42697639,-1.802927884,1.358314989,74.90530046
48832,24,2008-05-26 10:44:00,1.153818332,3.607997527,-2.010583808,27.71371768,1.9988,2.699,328.39,2,-7.25418140709,5.3947612,12.64894260709,-0.929710104,3.71371768,-1.794502429,1.350310186,74.80603797
48836,24,2008-05-26 10:44:00,1.153818332,3.587583448,-2.010688135,28.01508135,1.9988,2.679,365.937,2,-7.21351147222,5.3547852,12.56829667222,-0.929363136,4.01508135,-1.784256537,1.340304183,74.67422121
48837,24,2008-05-26 10:44:00,1.153818332,3.582944941,-2.011934178,28.06854898,1.9988,2.674,375.297,2,-7.20864938469,5.3447912,12.55344058469,-0.931929092,4.06854898,-1.780846004,1.337802682,74.631345
48857,24,2008-05-26 10:44:00,1.153818332,3.501201174,-2.011776643,29.18910186,1.9988,2.594,562.64,2,-7.04363474430,5.1848872,12.22852194430,-0.929373772,5.18910186,-1.74035283,1.297778667,74.08885897
48858,24,2008-05-26 10:44:00,1.153818332,3.497283864,-2.011927917,29.26043892,1.9988,2.59,571.968,2,-7.03628303966,5.176892,12.21317503966,-0.92969552,5.26043892,-1.738274932,1.295777466,74.05747148
48861,24,2008-05-26 10:44:00,1.153818332,3.486127793,-2.011507809,29.45004752,1.999,2.578,600.125,2,-7.01237327879,5.153422,12.16579527879,-0.929475639,5.45004752,-1.733091851,1.289644822,73.95024374
48862,24,2008-05-26 10:44:00,1.153818332,3.482637294,-2.011215885,29.51268465,1.9988,2.575,609.453,2,-7.00433544739,5.14691,12.15124544739,-0.928712724,5.51268465,-1.73160789,1.288272964,73.9382193
48869,24,2008-05-26 10:44:00,1.153818332,3.458513799,-2.011043088,30.00931613,1.9988,2.551,675.109,2,-6.95522027023,5.0989388,12.05415907023,-0.928140735,6.00931613,-1.719761163,1.276265759,73.76000641
48871,24,2008-05-26 10:44:00,1.153818332,3.451864086,-2.010760597,30.13595069,1.9988,2.544,693.875,2,-6.94087229033,5.0849472,12.02581949033,-0.927962545,6.13595069,-1.716695708,1.272763658,73.69930961
48882,24,2008-05-26 10:44:00,1.153818332,3.417531483,-2.01055491,30.91537309,1.9988,2.51,796.843,2,-6.87113470323,5.016988,11.88812270323,-0.927073352,6.91537309,-1.699795149,1.255753452,73.4448245
48887,24,2008-05-26 10:44:00,1.153818332,3.402834473,-2.009372157,31.26504268,1.9988,2.495,843.687,2,-6.83756084493,4.987006,11.82456684493,-0.925277422,7.26504268,-1.693481449,1.248248949,73.32122734
48920,24,2008-05-26 10:44:00,1.153818332,3.319451091,-2.006722607,33.42706887,1.999,2.411,1152.875,2,-6.66121754714,4.819589,11.48080654714,-0.920814274,9.42706887,-1.654165394,1.206103052,72.63249055
48926,24,2008-05-26 10:44:00,1.153818332,3.305724707,-2.01074927,33.81693886,1.999,2.398,1209.078,2,-6.64698354142,4.793602,11.44058554142,-0.926690771,9.81693886,-1.644026312,1.1995998,72.54082577
48934,24,2008-05-26 10:44:00,1.153818332,3.287818391,-2.008089698,34.32969443,1.9988,2.38,1284.015,2,-6.60223423986,4.757144,11.35937823986,-0.92254512,10.32969443,-1.637286618,1.190714429,72.38842652
48939,24,2008-05-26 10:44:00,1.153818332,3.276926759,-2.011044494,34.65470305,1.999,2.368,1330.828,2,-6.59004551593,4.733632,11.32367751593,-0.928206758,10.65470305,-1.629465071,1.184592296,72.2628296
48940,24,2008-05-26 10:44:00,1.153818332,3.27460152,-2.008377042,34.70981334,1.999,2.366,1340.203,2,-6.57663451447,4.729634,11.30626851447,-0.923500257,10.70981334,-1.630471496,1.183591796,72.25306608
48944,24,2008-05-26 10:44:00,1.153818332,3.265488918,-2.011041988,34.96181203,1.999,2.356,1377.656,2,-6.56703532545,4.709644,11.27667932545,-0.928695663,10.96181203,-1.623779582,1.178589295,72.14846105
48945,24,2008-05-26 10:44:00,1.153818332,3.263053176,-2.013629327,35.03309418,1.9988,2.354,1387.093,2,-6.57057957075,4.7051752,11.27575477075,-0.932702185,11.03309418,-1.620483538,1.177706624,72.14102477
48953,24,2008-05-26 10:44:00,1.153818332,3.243666539,-2.0081338,35.54996141,1.999,2.335,1462.062,2,-6.51371641289,4.667665,11.18138141289,-0.923025706,11.54996141,-1.615264152,1.168084042,71.98643794
48956,24,2008-05-26 10:44:00,1.153818332,3.235871243,-2.01279816,35.74865957,1.999,2.328,1490.14,2,-6.51315568391,4.653672,11.16682768391,-0.929741842,11.74865957,-1.607648152,1.164582291,71.94353005
48959,24,2008-05-26 10:44:00,1.153818332,3.227873074,-2.009669098,35.92558688,1.999,2.32,1518.265,2,-6.48695676908,4.63768,11.12463676908,-0.924638385,11.92558688,-1.606171423,1.16058029,71.87395374
